,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
New Property,Ole London Towne,,,Baton Rouge,LA,,DG,Terene,  372 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$558.00,,30 day out,Patrician Management,a01Dn00000HHTu7IAH,,,,ALLOLT@pm-br.com,,Live,,YES
New Property,Ole Towne Apts,,,Baton Rouge,LA,,DG,Terene,  48 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$72.00,,30 day out,Patrician Management,a01UL000006zbDkYAI,,,,ALLWAR+oletowne@pm-br.com,,Live,,YES
New Property,Parc at Mid City,,,Baton Rouge,LA,,DG,Terene,  88 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$132.00,,30 day out,Patrician Management,a01UL000006zbDlYAI,,,,Parc@pm-br.com,,Live,,YES
New Property,Park Regency,,,Baton Rouge,LA,,DG,Terene,  106 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$159.00,,30 day out,Patrician Management,a01Dn00000HHUdqIAH,,,,ALLPRA@pm-br.com,,Live,,YES
New Property,Savoy Plaza,,,Baton Rouge,LA,,DG,Terene,  271 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$406.50,,30 day out,Patrician Management,a01Dn00000HHXPeIAP,,,,ALLSAV@pm-br.com,,Live,,YES
New Property,Shadow Creek,,,Baton Rouge,LA,,DG,Terene,  44 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$66.00,,30 day out,Patrician Management,a01Dn00000HHXWEIA5,,,,ALLWAR+shadowcreek@pm-br.com,,Live,,YES
New Property,Siegen Oaks Apartments,,,Baton Rouge,LA,,DG,Terene,  44 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$66.00,,30 day out,Patrician Management,a01Dn00000HHXsPIAX,,,,siegenoaks@pm-br.com,,Live,,YES
New Property,The Patrician,,,Baton Rouge,LA,,DG,Terene,  64 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$96.00,,30 day out,Patrician Management,a01Dn00000HHnFnIAL,,,,ALLWAR+Patrician@pm-br.com,,Live,,YES
New Property,The Warwick,,,Baton Rouge,LA,,DG,Terene,  189 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$283.50,,30 day out,Patrician Management,a01Dn00000HHt7bIAD,,,,ALLWAR@pm-br.com,,Live,,YES
New Property,Spring Lake Point,,,Shreverport,LA,,DG,Terene,  300 ,4/28/2021,,4/29/25,1,,,,Entrata,SaaS,$450.00,,30 day out,Patrician Management,a01Dn00000HHqydIAD,,,,ALLSLP@pm-br.com,,Live,,YES
New Property,Eastline Residences,,,Dallas,TX,,JW,Terene,  330 ,5/3/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$412.50,,30 day out,Greystar,a01UL000006zc3QYAQ,,,Consuelo Gonzalez,eastlinemgr@greystar.com,and RE,Live,,#N/A
New Property,Manor in Plantation,,,Plantation,FL,,DG,Terene,  196 ,5/4/2021,12/18/24,12/18/24,1,Ops,,,RealPage,SaaS,$245.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHRxhIAH,,,Maria Torre,mtorre@zrsmanagement.com,NA,Live,,#N/A
New Property,Mira Vista Hills,,,San Jose,CA,,DC,Terene,  280 ,5/5/2021,,5/6/25,1,GCB,17373@entrata.com,,Entrata,SaaS,$350.00,,30 day out,Greystar,a01Dn00000HHStjIAH,Catalyst Housing,,Lizbeth Blanco,miravistahillsmgr@greystar.com,Suzanne Argenal - suzanne.argenal@greystar.com,Live,,#N/A
New Property,Kurve,Wilshire to Kurve,,Los Angeles,CA,,DC,Terene,  644 ,5/7/2021,4/3/2025,4/3/2025,1,GCB,,,RealPage,SaaS,$805.00,,30 day out,Greystar,a01Dn00000HHQM7IAP,,,Christine Ahn,kurvemgr@greystar.com,Richard.Paschke@greystar.com,Live,,#N/A
New Property,Uptown 550,,,Charlotte,NC,,AG,Terene,  421 ,5/7/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$589.40,,30 day out,Northwood Ravin,a01Dn00000HHaASIA1,,,Kristy Vazquez,kristy.vazquez@nwravin.com,Jay Rawls - jay.rawls@nwravin.com,Live,,#N/A
New Property,One Uptown Newport,,,Newport Beach,CA,,DC,Danielle,  366 ,5/11/2021,,4/29/25,1,,,,Yardi,SaaS,$549.00,,30 day out,Picerne Residential,a01Dn00000HHTxeIAH,,,Adriel De La Rosa,adelarosa@picernresidential.com,,Live,,YES
New Property,Vistara Apartments,,,Ontario,CA,,DC,Danielle,  298 ,5/11/2021,,4/29/25,1,,,,Yardi,SaaS,$447.00,,30 day out,Picerne Residential,a01Dn00000HHb6PIAT,,,Donte Brock,dbrock@picerneresidential.com,,Live,,YES
New Property,Aster Apartments,,,Dublin,CA,,DC,Terene,  313 ,5/12/2021,,8/12/25,1,,AP-2551773-17373@entrata.com,invoices@fpimgt.com,Entrata,SaaS,$453.85,,30 day out,FPI Management,a01Dn00000HHHBLIA5,Catalyst Housing,,Ari Lopez,aster.cd@fpimgt.com,Jennifer Blitch - jennifer.blitch@fpimgt.com,Live,,#N/A
New Property,Citadel at Lookout,,,Selma,TX,,JW,Danielle,  303 ,5/19/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$378.75,,30 day out,Greystar,a01Dn00000HHgDAIA1,,,Leigh Ann Gutierrez,citadelatlookoutmgr@greystar.com,Summer Murray - smurray@greystar.com,Live,,#N/A
New Property,ADAGIO ON THE GREEN,,,Mission Viejo,CA,,JW,Danielle,  256 ,5/20/2021,8/13/2025,,1,Vendor Cafe,,,Yardi,SaaS,$320.00,,30 day out,Avenue5 Residential,a01Dn00000HHGH7IAP,,,Lyn Eisert,pm.adagio@avenue5apt.com,Carmen Cabrera - ccabrera@avenue5.com,Live,,#N/A
New Property,Arrow Wood Apartments,,,Fontana,CA,,DC,Danielle,  82 ,5/21/2021,,4/29/25,1,,,,,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zat7YAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,12526 Cranbrook Ave,,,Hawthrone,CA,,DC,Danielle,  8 ,5/21/2021,,4/29/25,1,,,,,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zascYAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,919 N. Eucalyptus Ave.,,,Inglewood,CA,,DC,Danielle,  19 ,5/21/2021,,4/29/25,1,,,,,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zat1YAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,Hillside Villa Apartments,,,Los Angeles,CA,,DC,Danielle,  124 ,5/21/2021,,4/29/25,1,,,,ResMan,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zaueYAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,9129 Tobias Ave,,,Panorama City,CA,,DC,Danielle,  24 ,5/21/2021,,4/29/25,1,,,,,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zat0YAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,14008 McClure Ave,,,Paramount,CA,,DC,Danielle,  24 ,5/21/2021,,4/29/25,1,,,,,PPR,$12.50,,30 day out,Groveland Management,a01UL000006zasfYAA,,,"Chloe Botz, Patricia Miller","info@grovelandmgmt.com , pjmiller@grovelandmgmt.com",Chloe Botz - info@grovelandmgmt.com,Live,,YES
New Property,Ashton San Francisco,,,San Francisco,CA,,DC,Danielle,  110 ,5/25/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$137.50,,30 day out,Greystar,a01Dn00000HHeOjIAL,,,Priscilla Navas,ashtonsfmgr@greystar.com,Joan Bougetz - joan.bougetz@greystar.com,Live,,#N/A
New Property,7403 Living,7403,,Los Angeles,CA,,DC,Danielle,  140 ,5/27/2021,4/3/25,4/3/25,1,GCB,,,Yardi,SaaS,$175.00,,30 day out,Greystar,a01Dn00000HHdrSIAT,,,Marquese Drummond,"7403mgr@greystar.com, marquese.drummond@greystar.com",Brook Percell - brook.purcell@greystar.com,Live,,#N/A
New Property,MAA Lenox,,,Atlanta,GA,,DG,Danielle,  647 ,6/1/2021,,,1,,,,Yardi,SaaS,$970.50,,30 day out,MAA,a01Dn00000HHRbTIAX,,,Marcus Hill,Marcus.Hill@maac.com,,Live,,#N/A
New Property,Boone Manor,,,Houston,TX,,JW,Danielle,  248 ,6/3/2021,12/18/24,12/18/24,1,Ops,jramos@zrsmanagement.com,,RealPage,SaaS,$310.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHIacIAH,,,Aldrin Young,ayoung@zrsmanagement.com,David Deets - dad@zrsmanagement.com,Live,,#N/A
New Property,MAA Midtown,,,Atlanta,GA,,DG,Danielle,  332 ,6/4/2021,,,1,,,,Yardi,SaaS,$498.00,,30 day out,MAA,a01Dn00000HHRbiIAH,,,Sam Freeman,Sam.Freeman@maac.com,,Live,,#N/A
New Property,Edge,,,Bayonne,NJ,,AG,Danielle,  180 ,6/7/2021,,7/29/25,1,VendorCafe,,,Yardi,SaaS,$270.00,,30 day out,Bozzuto Management,a01Dn00000HHMMoIAP,,,Ashley Lilavois,Ashley.Lilavois@bozzuto.com,kelleigh.nurse@bozzuto.com,Live,,#N/A
New Property,The Modern 100,,,Fort Lee,NJ,,AG,Danielle,  451 ,6/7/2021,,7/29/25,1,VendorCafe,,,Yardi,SaaS,$676.50,,30 day out,Bozzuto Management,a01Dn00000HHSy0IAH,,,Barbara Sullivan,barbara.sullivan+100@bozzuto.com,aboyle@bozzuto.com,Live,,#N/A
New Property,The Modern 800,,,Fort Lee,NJ,,AG,Danielle,  451 ,6/7/2021,,7/29/25,1,VendorCafe,,,Yardi,SaaS,$676.50,,30 day out,Bozzuto Management,a01Dn00000HHSxqIAH,,,Barbara Sullivan,Barbara.Sullivan@bozzuto.com,aboyle@bozzuto.com,Live,,#N/A
New Property,Broadstone Trailside,,,Morrisville,NC,,DG,Danielle,  263 ,6/7/2021,,5/6/25,1,GCB,,,,SaaS,$328.75,,30 day out,Greystar,a01Dn00000HHfCOIA1,,,Ted Berry,trailsidemgr@greystar.com,mark.mazzotta@greystar.com,Live,,#N/A
New Property,The Links at Pebble Creek,,,Tampa,FL,,DG,Danielle,  168 ,6/11/2021,,7/29/25,1,,,,Yardi,SaaS,$252.00,,30 day out,RAM Partners,a01Dn00000HHRIXIA5,,,Kacey Beaudin,thelinks.mgr@ram-mgt.com,snelson@rampartnersllc.com,Live,,#N/A
New Property,Irvine Exchange,,,St. Paul,MN,,JW,Danielle,  175 ,6/17/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$218.75,,30 day out,Greystar,a01Dn00000HHPuzIAH,,,Jon Botzet,irvineexchangeamgr@greystar.com,Angela Sailer - angela.sailer@greystar.com,Live,,#N/A
New Property,2929 Weslayan,,,Houston,TX,,JW,Danielle,  254 ,6/21/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$317.50,,30 day out,Greystar,a01Dn00000HHdSeIAL,,,Jodi Cessna,2929weslayanmgr@greystar.com,Christina Zimmerman - czimmerman@greystar.com,Live,,#N/A
New Property,Broadstone Ayrsley,,,Charlotte,NC,,DG,Danielle,  320 ,6/22/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$400.00,,30 day out,Greystar,a01Dn00000HHf8NIAT,,,Jennifer Kubitz,broadstoneayrsleymgr@greystar.com,broadstoneayrsleymgr@greystar.com,Live,,#N/A
New Property,Glen Hills Apartments,,,Glendale,WI,,JW,Danielle,  224 ,6/23/2021,,4/29/25,1,,,,Yardi,SaaS,$336.00,,30 day out,Banner Property Management,a01Dn00000HHiQlIAL,,,Donna Holzberger,glenhills.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Domain Weho,,,West Hollywood ,CA,,DC,Danielle,  166 ,6/24/2021,,,1,,,,Yardi,SaaS,$249.00,,30 day out,Sares Regis Group,a01UL000006zauIYAQ,,,TBD,DomainWeHo@sares-regis.com,Josh Craig - jcraig@sares-regis.com,Live,,#N/A
New Property,Greenway at Carol Stream,,,Carol Stream,IL,,JW,Danielle,  325 ,6/29/2021,,4/29/25,1,,,,Yardi,SaaS,$487.50,,30 day out,Banner Property Management,a01Dn00000HHOTsIAP,,,Amber Hernandez,greenway.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Emerald Pointe Apartments,,,Vernon Hills,IL,,JW,Danielle,  120 ,6/29/2021,,4/29/25,1,,,vendorinvoices@bannerapartments.com,Yardi,SaaS,$180.00,,30 day out,Banner Property Management,a01Dn00000HHMaoIAH,,,Patti Wisowaty,emerald.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Audere Apartments,,,Phoenix,AZ,,DC,Danielle,  220 ,6/30/2021,,4/29/25,1,,,Vendorinvoices@bannerapartments.com ,Yardi,SaaS,$330.00,,30 day out,Banner Property Management,a01Dn00000HHHN3IAP,,,Tim French,audere.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Whisper Hollow Apartments,,,Maryland Heights,MO,,JW,Danielle,  315 ,6/30/2021,,4/29/25,1,,,Vendorinvoices@bannerapartments.com ,Yardi,SaaS,$472.50,,30 day out,Banner Property Management,a01UL000006zbE4YAI,,,Jackie Olczak,whisperhollow.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Parkside at South Tryon,,,Charlotte,NC,,DG,Danielle,  300 ,7/1/2021,,4/29/25,1,,,Vendorinvoices@bannerapartments.com ,Yardi,SaaS,$450.00,,30 day out,Banner Property Management,a01Dn00000HHV62IAH,,,Regina Mason,parkside.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Aria Apartments Homes,,,Cerritos,CA,,DC,Danielle,  197 ,7/1/2021,,4/29/25,1,,,,Yardi,SaaS,$295.50,,30 day out,Picerne Residential,a01Dn00000HHH5JIAX,,,Eric Shaver,Eshaver@picerneresidential.com,Ashley Roe aroe@picerneresidential.com,Live,,YES
New Property,Blu I, Blu Laguna Niguel,,Laguna Niguel,CA,,DC,Danielle,  233 ,7/1/2021,,4/29/25,1,,,,Yardi,SaaS,$349.50,,30 day out,Picerne Residential,a01Dn00000HHIFoIAP,,,Matthew Baptista,mbaptista@picernresidential.com,Ashley Roe aroe@picerneresidential.com,Live,,YES
New Property,Eleven10,,,Orange,CA,,DC,Danielle,  260 ,7/1/2021,,4/29/25,1,,,ap@picerneresidential.com,Yardi,SaaS,$390.00,,30 day out,Picerne Residential,a01UL000006zauQYAQ,,,,,Ashley Roe aroe@picerneresidential.com,Live,,YES
New Property,Arcadia Dr. Phillips,Hanover Dr. Phillips,,Orlando,FL,,DG,Danielle,  394 ,7/1/2021,12/18/24,12/18/24,1,Ops,,,RealPage,SaaS,$492.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHeCSIA1,,,Whitney Ann Louden,WLouden@zrsmanagement.com,Ashley Roe aroe@picerneresidential.com,Live,,#N/A
New Property,10 Halletts Point,,,Astoria,NY,,AG,Danielle,  323 ,7/6/2021,,4/29/25,1,,"lndreci@durst.org, mberman@durst.org",,Buildium,SaaS,$484.50,,30 day out,The Durst Organization,a01Dn00000HHio0IAD,,,"Mariangela Bentivegna
",mbentivegna@durst.org,Claribel Calle <CCalle@durst.org,Live,,YES
New Property,The Grand Reserve,,,Woodbury,MN,,JW,Danielle,  394 ,7/7/2021,,5/6/25,1,GCB,,,RealPage,SaaS,$492.50,,30 day out,Greystar,a01Dn00000HHO3lIAH,,,Kimberly Goebel,grandreservemgr@greystar.com,Angela.Sailer@Greystar.com,Live,,#N/A
New Property,The Point at Doral,,,Doral,FL,,DG,Danielle,  250 ,7/7/2021,,,1,Ops,,,Entrata,SaaS,$337.50,,30 day out,Panco Management,a01Dn00000HHVarIAH,,,Nichole Smith,pmdoral@pancomgt.com,Ben Stevens - bstevens@pancomgt.com,Live,,#N/A
New Property,The Point at Royal Palm Beach,,,Royal Plam Beach,FL,,DG,Danielle,  268 ,7/7/2021,,,1,Ops,,,RealPage,SaaS,$361.80,,30 day out,Panco Management,a01Dn00000HHVbFIAX,,,Sophia Grzeszczak,PMRoyalPalmBeach@pancomgt.com,Ben Stevens - bstevens@pancomgt.com,Live,,#N/A
New Property,The Point at Southern Blvd,The Point at Wellington,,Royal Plam Beach,FL,,DG,Danielle,  392 ,7/7/2021,,,1,Ops,,,RealPage,SaaS,$529.20,,30 day out,Panco Management,a01Dn00000HHVbIIAX,,,Gregory Smith,pmwellington@pancomgt.com,Ben Stevens - bstevens@pancomgt.com,Live,,#N/A
New Property,Alexan Gallerie,,,San Diego,CA,,DC,Danielle,  284 ,7/8/2021,,5/6/25,1,GCB,,,Yardi,SaaS,$355.00,,30 day out,Greystar,a01Dn00000HHdzIIAT,,,Traci Rivera,traci.rivera@greystar.com,Todd Kerr - todd.kerr@greystar.com,Live,,#N/A
New Property,Wellington at Willow Bend,,,Plano,TX,,JW,Danielle,  194 ,7/9/2021,,4/29/25,1,,,vendorinvoices@bannerapartments.com,Yardi,SaaS,$291.00,,30 day out,Banner Property Management,a01Dn00000HHtKgIAL,,,Taylor Watson,wellington.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,Zenith,Jefferson North Collins,,Arlington,TX,,JW,Danielle,  346 ,7/9/2021,12/18/24,12/18/24,1,Ops,,,RealPage,SaaS,$432.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHQFeIAP,,,Lindsay Gierisch,lgierisch@zrsmanagement.com,Michelle Gall mgall@zrsmanagement.com,Live,,#N/A
New Property,Residences at Westgate,,,Pasadena,CA,,DC,Terene,  340 ,7/12/2021,4/3/2025,4/3/2025,1,GCB,,,Yardi,SaaS,$425.00,,30 day out,Greystar,a01Dn00000HHpemIAD,,,Lauren Munroe,westgatemgr@greystar.com,christopher.martin@greystar.com,Live,,#N/A
New Property,2460 Peachtree,,2460 Peachtree Rd NW,Atlanta,GA,30305,DG,Brooke,  236 ,7/13/2021,,3/17/25,,Nexus,,,,SaaS,$295.00,,30 day out,First Communities,a01Dn00000HHFJlIAP,,,,dgarcia@firstcommunities.com,,,,#N/A
New Property,Park 44 Apartments,,,St Louis ,MO,,JW,Terene,  148 ,7/13/2021,,4/29/25,1,,,,Yardi,SaaS,$222.00,,30 day out,Banner Property Management,a01UL000006zbE2YAI,,,Selina Owens,park44.manager@bannerapartments.com,Greg Schwantes <gschwantes@bannerreg.com>,Live,,YES
New Property,The Hudson,,,Pasadena,CA,,DC,Terene,  173 ,7/20/2021,4/3/25,4/3/2025,,,,GCB,,SaaS,$216.25,,30 day out,Greystar,a01Dn00000HHPVyIAP,no response,,,hudsonmgr@greystar.com,,,,#N/A
New Property,Terrena Apartment Homes,,,Northridge,CA,,DC,Danielle,  402 ,7/20/2021,,,1,Nexus,,,Yardi,SaaS,$603.00,,30 day out,Fairfield Residential,a01UL000006zauFYAQ,,,Geetika Sethi,gsethi@ffres.com,,Live,,#N/A
New Property,Broadstone Junction,,,Norcorss,GA,,DG,Danielle,  290 ,7/23/2021,,5/6/25,1,GCB,,,Yardi,SaaS,$362.50,,30 day out,Greystar,a01Dn00000HHf8gIAD,,,DeMille Riles,broadjunctionmgr@greystar.com,Stephanie Dingle - stephanie.dingle@greystar.com,Live,,#N/A
New Property,Santa Barbara at Chino Hills,,,Chino Hills,CA,,DC,Danielle,  324 ,7/28/2021,,,1,,,zzRPM.Invoices@lewismc.com,RealPage,SaaS,$453.60,,30 day out,Lewis Apartment Communities,a01UL000006zattYAA,,,Viviana Gomez,Viviana.Gomez@lewismc.com,Jessica Eaton - jessica.eaton@lewismc.com,Live,,#N/A
New Property,Homecoming at Creekside,,,Sacramento,CA,,DC,Danielle,  626 ,7/28/2021,,,1,,,zzRPM.Invoices@lewismc.com,RealPage,SaaS,$876.40,,30 day out,Lewis Apartment Communities,a01Dn00000HHPTwIAP,,,Daniella Chapman,daniella.chapman@lewismc.com,Jessica Eaton - jessica.eaton@lewismc.com,Live,,#N/A
New Property,Homecoming II @ Eastvale,,,Eastvale,CA,,DC,Danielle,  738 ,7/28/2021,,,1,,,zzRPM.Invoices@lewismc.com,RealPage,SaaS,"$1,033.20",,30 day out,Lewis Apartment Communities,a01Dn00000HHPTxIAP,,,Caseie Rouse,Caseie.Rouse@lewismc.com,Jessica Eaton - jessica.eaton@lewismc.com,Live,,#N/A
New Property,Homecoming I @ Terra Vista,,,Rancho Cucamonga,CA,,DC,Danielle,  868 ,7/28/2021,,,1,,,zzRPM.Invoices@lewismc.com,RealPage,SaaS,"$1,215.20",,30 day out,Lewis Apartment Communities,a01Dn00000HHPTyIAP,,,Sabrina Garcia ,sabrina.garcia@lewismc.com,Jessica Eaton - jessica.eaton@lewismc.com,Live,,#N/A
New Property,Homecoming at the Preserve,,,Chino,CA,,DC,Danielle,"  1,437 ",7/28/2021,,,1,,,zzRPM.Invoices@lewismc.com,RealPage,SaaS,"$2,011.80",,30 day out,Lewis Apartment Communities,a01Dn00000HHPTzIAP,,,Mari Nilsson Bailey,mari.nilssonbailey@lewismc.com,Jessica Eaton - jessica.eaton@lewismc.com,Live,,#N/A
New Property,500 West Trade,,,Charlotte,NC,,DG,Danielle,  346 ,7/30/2021,12/1/2023,11/21/24,1,Ops,,,RealPage,SaaS,$484.40,,30 day out,Northwood Ravin,a01Dn00000HHFVmIAP,,,Aralena Haynes,500WTrade@NWRavin.com,Ashley Paulovitz - Ashley.Paulovits@nwravin.com,Live,,#N/A
New Property,The Club at Enclave,,,Chula Vista,CA,,DC,Danielle,  297 ,8/1/2021,,4/29/25,1,,,,Entrata,SaaS,$445.50,,30 day out,Baldwin Asset Management,a01Dn00000HHgNhIAL,,,Mary Cummings,Mary@enclaveotayranch.com,Mary Cummings mary@enclaveotayranch.com,Live,,YES
New Property,Enclave Otay Ranch,,,Chula Vista,CA,,DC,Danielle,  300 ,8/1/2021,,4/29/25,1,,,,Entrata,SaaS,$450.00,,30 day out,Baldwin Asset Management,a01Dn00000HHhhMIAT,,,Mary Cummings,Mary+otayranch@enclaveotayranch.com,Mary Cummings mary@enclaveotayranch.com,Live,,YES
New Property,The Griff,,,Charlotte,NC,,DG,Danielle,  280 ,8/2/2021,3/18/25,3/18/25,1,Ops,,,RealPage,PPR,$100.00,,30 day out,RKW Residential,a01Dn00000HHiiEIAT,,,Amy Shub,ashub@rkwresidential.com,JIpock@rkwresidential.com    Jennifer Ipock,Live,,#N/A
New Property,1 Glenn Place,,,Fitchburg,WI,,JW,Danielle,  191 ,8/3/2021,,4/29/25,1,,,,Yardi,SaaS,$286.50,,30 day out,Banner Property Management,a01Dn00000HHTw9IAH,,,Amanda,oneglenn.manager@bannerapartments.com,"Cheryl Brock , Caprice Lowenberg clowenberg@bannerreg.com",Live,,YES
New Property,Townhomes at Bridlestone,,,Pineville,NC,,DG,Danielle,  108 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$151.20,,30 day out,Northwood Ravin,a01Dn00000HHvKLIA1,,,April Bryant,April.Bryant@nwravin.com,Brittany Glover   brittany.glover@nwravin.com,Live,,#N/A
New Property,Cosgrove Hill,,,Chapel Hill,NC,,DG,Danielle,  129 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$180.60,,30 day out,Northwood Ravin,a01Dn00000HHKsdIAH,,,Sara Brady,sara.brady@nwravin.com,Will Drummond    william.drummond@nwravin.com,Live,,#N/A
New Property,Novus Westshore,,,Tampa,FL,,DG,Danielle,  260 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$364.00,,30 day out,Northwood Ravin,a01Dn00000HHmVbIAL,,,Jeremy Whittaker,Jeremy.Whittaker@nwravin.com,Emmanuel Bolden   emmanuel.bolden@nwravin.com,Live,,#N/A
New Property,The Apartments At Palladian Place,,,Durham,NC,,DG,Danielle,  298 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$417.20,,30 day out,Northwood Ravin,a01Dn00000HHmmUIAT,,,Emily Lohr,Emily.Lohr@NWRavin.com,Will Drummond    william.drummond@nwravin.com,Live,,#N/A
New Property,Solstice,,,Orlando,FL,,DG,Danielle,  309 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$432.60,,30 day out,Northwood Ravin,a01Dn00000HHqpBIAT,,,Channon Jefferson,channon.jefferson@nwravin.com,Emmanuel Bolden   emmanuel.bolden@nwravin.com,Live,,#N/A
New Property,Preserve At Westfields,,,Chantilly,VA,,DG,Danielle,  312 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$436.80,,30 day out,Northwood Ravin,a01Dn00000HHVr1IAH,,,Mick Hix,mick.hix@nwravin.com,Will Drummond    william.drummond@nwravin.com,Live,,#N/A
New Property,Residences At Capitol View,,,Nashville,TN,,DG,Danielle,  378 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$529.20,,30 day out,Northwood Ravin,a01Dn00000HHn79IAD,,,Adam Warfield,Adam.Warfield@nwravin.com,Emmie Griffin     emmie.griffen@nwravin.com,Live,,#N/A
New Property,Carraway Village,,,Chapel Hill,NC,,DG,Danielle,  403 ,8/9/2021,11/21/24,11/21/24,1,Ops,,,RealPage,SaaS,$564.20,,30 day out,Northwood Ravin,a01Dn00000HHfd6IAD,,,Jamie Turner,jamie.turner@nwravin.com,Ashley Paulovits   ashley.paulovits@nwravin.com,Live,,#N/A
New Property,The Vue Charlotte on 5th,,,Charlotte,NC,,DG,Danielle,  408 ,8/9/2021,12/1/2023,11/21/24,1,Ops,,,RealPage,SaaS,$571.20,,30 day out,Northwood Ravin,a01Dn00000HHbClIAL,,,Brianna Cameron,briana.cameron@nwravin.com,Tiffany Edwards   tiffany.edwards@nwravin.com,Live,,#N/A
New Property,Fountains at Emerald Park,,,Dublin,CA,,DC,Danielle,  324 ,8/10/2021,,8/12/25,1,,,invoices@fpimgt.com,Entrata,SaaS,$469.80,,30 day out,FPI Management,a01Dn00000HHNObIAP,Catalyst Housing,,Yuliana Oseguera,yuliana.oseguera@fpimgt.com,jennifer.blitch@fpimgt.com,Live,,#N/A
New Property,Astella,,,San Francisco,CA,,JW,Danielle,  185 ,8/11/2021,,,1,Ops,,,Yardi,SaaS,$231.25,,30 day out,Cushman & Wakefield,a01Dn00000HHHBKIA5,,Brian Brown,Eesha Kaur,Eesha.Kaur@cushwake.com,erika.gomer@cushwake.com,Live,,#N/A
